hotel_name,location,GPS,link,rating,rating_desc,reviews,description
"Le Moulin de Mitou, The Originals Relais (Relais du Silence)",Auriac-du-Périgord,"1.14955723285675,45.1020473045586",booking.com//hotel/fr/le-moulin-de-mitou.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=34&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,9",Superbe,188 expériences vécues,"Le Moulin de Mitou, The Originals Relais est situé à la campagne, en Aquitaine, aux portes du village d'Auriac-du-Périgord, à seulement 7 km des grottes de Lascaux et à 30 km de Sarlat-la-Canéda."
Hôtel Déco'lia-Soirée étape,Ballon,"0.233306,48.177019",booking.com//hotel/fr/4-chambres-47-4-salles-de-bains-dans-ancienne-ecole.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=35&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"9,1",Fabuleux,116 expériences vécues,"L'Hôtel Déco'lia-Soirée étape est situé à Ballon. Occupant un bâtiment datant de 1947, il propose une connexion Wi-Fi gratuite."
Château de La Pomarède,La Pomarède,"1.950574,43.404905",booking.com//hotel/fr/chateau-de-la-pomarede.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=36&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,8",Superbe,171 expériences vécues,"Situé à La Pomarède, le Château de La Pomarède propose un restaurant, un jardin, une terrasse et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux."
Lagrange Vacances Les Terrasses du Lac,Aureilhan,"-1.20127558708191,44.2240518179291",booking.com//hotel/fr/lagrange-confort-les-terrasses-du-lac.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=37&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,2",Très bien,237 expériences vécues,"L'établissement Lagrange Vacances Les Terrasses du Lac propose des appartements au bord du lac d'Aureilhan, au cœur de la forêt des Landes."
"The Originals City, Hôtel Agora, Nantes Ouest (Inter-Hotel)",Orvault,"-1.61883383989334,47.2519658981631",booking.com//hotel/fr/inter-agora.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=38&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,0",Très bien,677 expériences vécues,"L'hôtel The Originals City, Hôtel Agora, Nantes Ouest est situé au Forum d'Orvault, à l'entrée de Nantes, à proximité immédiate de l'un des plus grands quartiers d'affaires d'Europe."
Logis Le Pont de Champ,Beaucroissant,"5.48174053430557,45.3439716612335",booking.com//hotel/fr/logis-le-pont-de-champ.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=39&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,1",Très bien,181 expériences vécues,"Situé au cœur du Dauphiné, cet hôtel au cadre familial vous accueille dans un parc ombragé pour un agréable séjour en famille ou une escapade gourmande."
Yourtes de Barousse Hebergement Insolite,Créchets,"0.575078174474584,43.0028040793236",booking.com//hotel/fr/yourtes-de-barousse.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=40&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,0",Très bien,47 expériences vécues,"Situé dans les Hautes-Pyrénées, l'établissement Yourtes De Barousse propose de petites yourtes situées juste en dessous d'une forêt et offrant une vue panoramique sur les montagnes."
ibis budget Annecy Poisy,Poisy,"6.084099,45.920474",booking.com//hotel/fr/ibis-budget-annecy-poisy.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=41&hpos=16&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,1",Très bien,1 621 expériences vécues,L’ibis budget Annecy Poisy vous accueille à Poissy. Cet hôtel 2 étoiles dispose d’une réception ouverte 24h/24 et d’une bagagerie.
Logis Hôtel du Château,Tour-en-Sologne,"1.50384217500687,47.5396980822615",booking.com//hotel/fr/du-chateau-tour-en-sologne.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=42&hpos=17&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,5",Très bien,362 expériences vécues,"L'Logis Hôtel du Château est situé dans la région Centre, à 300 mètres du centre de Tour-en-Sologne, ainsi qu’à 6,5 km du château de Cheverny."
La Rose Trémière,Wintzenheim-Kochersberg,"7.51160619999996,48.6574819",booking.com//hotel/fr/la-rose-tremiere-wintzenheim-kochersberg.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=43&hpos=18&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"9,3",Fabuleux,52 expériences vécues,"Situé à Wintzenheim Kochersberg, l'établissement La Rose Trémière dispose d'un barbecue, d'un jardin et d'un salon commun. Il possède également une aire de jeux pour enfants et une bagagerie."
VILLA VARENTIA,Villers-Bretonneux,"2.510174,49.870337",booking.com//hotel/fr/villa-varentia-villers-bretonneux1234567891011121314.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=44&hpos=19&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"9,4",Fabuleux,103 expériences vécues,"Située à Villers-Bretonneux, la VILLA VARENTIA dispose d'un salon commun, d'un jardin, d'un court de tennis et de services de massage."
Hôtel La Voile,Locmariaquer,"-2.9437592625618,47.5689074538967",booking.com//hotel/fr/hotel-la-voile.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=45&hpos=20&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"7,6",Bien,803 expériences vécues,"L'Hôtel La Voile vous accueille à Locmariaquer, à 50 mètres du port, d'où vous pourrez partir en croisière vers Belle-Île-en-Mer et la baie du Morbihan avec l'Île-aux-Moines."
Gîte de la belle attente,Marques,"1.69940454036714,49.8064725803639",booking.com//hotel/fr/gite-claire.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=46&hpos=21&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,8",Superbe,18 expériences vécues,"Situé à Marques, le Gîte de la belle attente dispose d'un jardin et d'un barbecue. Vous pourrez profiter d'une cuisine et d'un salon communs."
"The Originals City, Le Logis d'Elbée, Cholet Nord (Inter-Hotel)",Beaupréau,"-0.979344248771667,47.2089291055872",booking.com//hotel/fr/inter-le-logis-d-39-elbee.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=47&hpos=22&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"7,7",Bien,108 expériences vécues,"Situé à Beaupréau, l'établissement Le Logis d'Elbée, Cholet Nord dispose d'une terrasse et d'un bar. Cet hôtel 2 étoiles propose une connexion Wi-Fi gratuite. Il possède un restaurant."
Hostellerie de la Poste,Tarascon-sur-Ariège,"1.60542547702789,42.8480639836905",booking.com//hotel/fr/hostellerie-de-la-poste-tarascon-sur-ariege.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=48&hpos=23&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"7,5",Bien,279 expériences vécues,"Cette ancienne auberge est située dans le centre du village de Tarascon-sur-Ariège, à seulement 11,1 km de la station de ski de fond de Beille."
"The Originals City, Hôtel Morlaix Ouest (Inter-Hotel)",Saint-Martin-des-Champs,"-3.85493516921997,48.5779558083321",booking.com//hotel/fr/campanile-morlaix-saint-martin-des-champs.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=49&hpos=24&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"7,9",Bien,1 217 expériences vécues,"L'hôtel The Originals City, Hôtel Morlaix Ouest (Inter-Hotel) est situé en périphérie de la ville de Morlaix, juste à côté des routes E50 et N12 menant à Roscoff et à Brest."
La Bastide d'Albignac,Le Dourn,"2.470351,44.002489",booking.com//hotel/fr/la-bastide-d-39-albignac.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=ee5ab8b25e078512efa8cebaf6bed06f&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=50&hpos=25&no_rooms=1&sr_order=popularity&srepoch=1632872010&srpvid=342da5a40d3200d3&ucfs=1&from=searchresults,"8,1",Très bien,145 expériences vécues,"Situé au Dourn, l'établissement La Bastide d'Albignac dispose d'un restaurant, d'une piscine extérieure ouverte en saison, d'un bar et d'un salon commun."
Yourtes de Barousse Hebergement Insolite,Créchets,"0.575078174474584,43.0028040793236",booking.com//hotel/fr/yourtes-de-barousse.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=51&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"8,0",Très bien,47 expériences vécues,"Situé dans les Hautes-Pyrénées, l'établissement Yourtes De Barousse propose de petites yourtes situées juste en dessous d'une forêt et offrant une vue panoramique sur les montagnes."
Sanskriti,Scionzier,"6.549803,46.050363",booking.com//hotel/fr/sanskriti-scionzier1234567.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=52&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"9,3",Fabuleux,89 expériences vécues,"Situé à Scionzier, le Sanskriti dispose d'un jardin et d'une terrasse. Vous profiterez d'une cuisine et d'un salon communs, ainsi que d'une connexion Wi-Fi gratuite dans l'ensemble des locaux."
ibis budget Annecy Poisy,Poisy,"6.084099,45.920474",booking.com//hotel/fr/ibis-budget-annecy-poisy.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=53&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"8,1",Très bien,1 621 expériences vécues,L’ibis budget Annecy Poisy vous accueille à Poissy. Cet hôtel 2 étoiles dispose d’une réception ouverte 24h/24 et d’une bagagerie.
Logis Hôtel du Château,Tour-en-Sologne,"1.50384217500687,47.5396980822615",booking.com//hotel/fr/du-chateau-tour-en-sologne.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=54&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"8,5",Très bien,362 expériences vécues,"L'Logis Hôtel du Château est situé dans la région Centre, à 300 mètres du centre de Tour-en-Sologne, ainsi qu’à 6,5 km du château de Cheverny."
La Rose Trémière,Wintzenheim-Kochersberg,"7.51160619999996,48.6574819",booking.com//hotel/fr/la-rose-tremiere-wintzenheim-kochersberg.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=55&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"9,3",Fabuleux,52 expériences vécues,"Situé à Wintzenheim Kochersberg, l'établissement La Rose Trémière dispose d'un barbecue, d'un jardin et d'un salon commun. Il possède également une aire de jeux pour enfants et une bagagerie."
VILLA VARENTIA,Villers-Bretonneux,"2.510174,49.870337",booking.com//hotel/fr/villa-varentia-villers-bretonneux1234567891011121314.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=56&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"9,4",Fabuleux,103 expériences vécues,"Située à Villers-Bretonneux, la VILLA VARENTIA dispose d'un salon commun, d'un jardin, d'un court de tennis et de services de massage."
Hôtel La Voile,Locmariaquer,"-2.9437592625618,47.5689074538967",booking.com//hotel/fr/hotel-la-voile.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=57&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"7,6",Bien,803 expériences vécues,"L'Hôtel La Voile vous accueille à Locmariaquer, à 50 mètres du port, d'où vous pourrez partir en croisière vers Belle-Île-en-Mer et la baie du Morbihan avec l'Île-aux-Moines."
Ace Hôtel Paris Sud Villabe,Villabé,"2.450898,48.587632",booking.com//hotel/fr/ace-villabe-paris-sud.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=58&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"8,8",Superbe,1 254 expériences vécues,"Installé à Villabé, l’Ace Hôtel Paris Sud Villabe propose des hébergements climatisés, une terrasse bien exposée ainsi qu’une connexion Wi-Fi et un parking privé gratuits."
Gîte de la belle attente,Marques,"1.69940454036714,49.8064725803639",booking.com//hotel/fr/gite-claire.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=59&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"8,8",Superbe,18 expériences vécues,"Situé à Marques, le Gîte de la belle attente dispose d'un jardin et d'un barbecue. Vous pourrez profiter d'une cuisine et d'un salon communs."
"The Originals City, Le Logis d'Elbée, Cholet Nord (Inter-Hotel)",Beaupréau,"-0.979344248771667,47.2089291055872",booking.com//hotel/fr/inter-le-logis-d-39-elbee.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=60&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"7,7",Bien,108 expériences vécues,"Situé à Beaupréau, l'établissement Le Logis d'Elbée, Cholet Nord dispose d'une terrasse et d'un bar. Cet hôtel 2 étoiles propose une connexion Wi-Fi gratuite. Il possède un restaurant."
Hostellerie de la Poste,Tarascon-sur-Ariège,"1.60542547702789,42.8480639836905",booking.com//hotel/fr/hostellerie-de-la-poste-tarascon-sur-ariege.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=61&hpos=11&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"7,5",Bien,279 expériences vécues,"Cette ancienne auberge est située dans le centre du village de Tarascon-sur-Ariège, à seulement 11,1 km de la station de ski de fond de Beille."
"The Originals City, Hôtel Morlaix Ouest (Inter-Hotel)",Saint-Martin-des-Champs,"-3.85493516921997,48.5779558083321",booking.com//hotel/fr/campanile-morlaix-saint-martin-des-champs.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=62&hpos=12&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"7,9",Bien,1 217 expériences vécues,"L'hôtel The Originals City, Hôtel Morlaix Ouest (Inter-Hotel) est situé en périphérie de la ville de Morlaix, juste à côté des routes E50 et N12 menant à Roscoff et à Brest."
La Bastide d'Albignac,Le Dourn,"2.470351,44.002489",booking.com//hotel/fr/la-bastide-d-39-albignac.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=63&hpos=13&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"8,1",Très bien,145 expériences vécues,"Situé au Dourn, l'établissement La Bastide d'Albignac dispose d'un restaurant, d'une piscine extérieure ouverte en saison, d'un bar et d'un salon commun."
Fabrègues Hotel A9 Montpellier Sud,Fabrègues,"3.79647664695744,43.5462228295328",booking.com//hotel/fr/ibis-montpellier-fabregue.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=64&hpos=14&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"7,3",Bien,601 expériences vécues,"Le Fabrègues Hotel est situé au sein d’une pinède à Fabrègues, à seulement 12 km du centre-ville de Montpellier et à 15 minutes en voiture de la plage."
Chambre et table d'hôtes Villa Pomponette,Nans-les-Pins,"5.786948,43.366728",booking.com//hotel/fr/villa-pomponette.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaLUBiAEBmAENuAEXyAEM2AEB6AEBiAIBqAIDuALDxM2KBsACAdICJGMxZDE4N2EwLTZlNmEtNDdiOS1hMDUyLTExMTM4YjkwMjQ5MtgCBeACAQ&sid=f42aa4674047e2969de12a3dda7db179&dest_id=73&dest_type=country&group_adults=2&group_children=0&hapos=65&hpos=15&no_rooms=1&sr_order=popularity&srepoch=1632872014&srpvid=8e99a5a6f0e800e3&ucfs=1&from=searchresults,"9,7",Exceptionnel,219 expériences vécues,"Située à Nans-les-Pins, à 43 km de La Ciotat, la Chambre et table d'hôtes Villa Pomponette propose un restaurant et une connexion Wi-Fi gratuite."
